1,1,87.67144380995167
1,2,57.50245896284764
1,3,91.4872856482561
1,4,49.52687995492827
2,1,53.0350513788267
2,2,53.781796600552035
2,3,111.96374101917185
2,4,57.80230631643681
4,1,65.63516560038667
4,2,53.29136255791029
4,3,71.45237724011362
4,4,72.47016365821398
1,1,25.955782460437558
1,2,58.84744941431438
1,3,53.96260047281251
1,4,52.802671719777464
2,1,58.27961717156316
2,2,48.76018222318864
2,3,72.78115162209468
2,4,55.82643475293371
4,1,61.516366497774506
4,2,17.53640307175095
4,3,76.2222150026815
4,4,60.68844608271468
1,1,81.57382556150151
1,2,56.226635082238374
1,3,67.94147565195885
1,4,75.0120157118998
2,1,67.49149220284104
2,2,37.392647772492
2,3,25.535403600358368
2,4,35.860587484482174
4,1,41.05041107772831
4,2,36.979430609946455
4,3,85.75619617425484
4,4,69.04742629151735
1,1,89.27591580994633
1,2,54.345973187450895
1,3,88.87614403089975
1,4,59.5243182262258
2,1,94.15311522917554
2,2,91.57445323128903
2,3,84.7285423615346
2,4,26.14688342877879
4,1,61.08582622871414
4,2,43.576577051229044
4,3,83.7676410656176
4,4,60.667563100188
1,1,69.39922223166899
1,2,75.42420537898846
1,3,120.14679485126292
1,4,89.53044843816802
2,1,10.794002175631856
2,2,51.659269820326664
2,3,61.769321856976504
2,4,79.73441943877711
4,1,27.07427999704368
4,2,36.462563193545435
4,3,42.52887132075163
4,4,28.98608648067452
1,1,68.34486892391514
1,2,41.467805440105224
1,3,22.03158461025709
1,4,15.262953884151582
2,1,62.37705438315046
2,2,78.56900610227326
2,3,35.63276355349755
2,4,61.77828637697261
4,1,62.27017299455997
4,2,44.399062943904546
4,3,40.49220172808253
4,4,59.651852625164295
1,1,23.347455687758508
1,2,96.81022060537555
1,3,55.97501761092726
1,4,30.611471899973843
2,1,59.79622566722116
2,2,32.76027193348019
2,3,39.93967790686985
2,4,49.763937652154155
4,1,69.50034315883607
4,2,63.395617344543226
4,3,48.68505689247056
4,4,59.884074903706974
1,1,21.57156627869839
1,2,128.71638021984504
1,3,64.38096698325437
1,4,72.70895161003972
2,1,41.512129912753466
2,2,75.90186823421259
2,3,58.95420603224881
2,4,75.22654923007981
4,1,65.56312976947153
4,2,48.63666599953479
4,3,53.167213772747246
4,4,47.1236695908671
1,1,47.52306104108973
1,2,57.89621612960227
1,3,102.37937132369598
1,4,35.31918432168926
2,1,91.85622709547417
